Posting Date,CustomerName,BILL TO STATE,Item/Service Description(sku),Segment,Basic Value,TOTAL COGS
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW100 KHROME BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW100 KHROME BK,"7,802.04","7,802.04"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BH51 BL,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBH51 BL,"1,814.43","1,814.43"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BE200 BL,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBE200 BL,"1,686.15","1,686.15"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBW01 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBW01 BK,"7,651.26","7,651.26"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,ATOMIK BB50 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiATOMIK BB50 BK,"17,818.08","17,818.08"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW09-AIR-BL,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW09-AIR-BL,452.95,452.95
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBWL100 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBWL100 BK,"8,188.78","8,188.78"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW300G BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW300G BK,622.21,622.21
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BT51 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBT51 BK,935.39,935.39
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BE200 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBE200 BK,"2,948.20","2,948.20"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA20-KONCERT-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA20-KONCERT-BK,"4,396.14","4,396.14"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,EM01 BL,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiEM01 BL,275,275
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW100 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW100 BK,"3,049.50","3,049.50"
06/05/2024,CUSTOMER REPLACEMENT,Telangana,BTW100 XTREME WH,45418CUSTOMER REPLACEMENTTelanganaBTW100 XTREME WH,"-1,016.10",-638.21
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BE60XL BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBE60XL BK,542.71,542.71
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,EM05MBK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiEM05MBK,432,432
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BT03 RB,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBT03 RB,629.05,629.05
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBW550 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBW550 BK,"52,209.72","52,209.72"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW300 WH,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW300 WH,"2,026.38","2,026.38"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA01 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA01 BK,"3,160.41","3,160.41"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,EM06 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiEM06 BK,436.76,436.76
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,EM01 BL,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiEM01 BL,275,275
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BH41-BL,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBH41-BL,"2,993.22","2,993.22"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA30 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA30 BK,"3,513.62","3,513.62"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW100-LITE-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW100-LITE-BK,"2,658.36","2,658.36"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW20 WH,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW20 WH,"2,190.33","2,190.33"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,PS150-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiPS150-BK,"6,033.42","6,033.42"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA01-REKURVE-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA01-REKURVE-BK,"6,387.36","6,387.36"
06/05/2024,CUSTOMER REPLACEMENT,Tamil Nadu,BTW20 WH,45418CUSTOMER REPLACEMENTTamil NaduBTW20 WH,-846.61,-730.11
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,EM01 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiEM01 BK,324.34,324.34
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BT03 GY,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBT03 GY,415.92,415.92
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW07 ANC WH,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW07 ANC WH,"3,393.54","3,393.54"
06/05/2024,CUSTOMER REPLACEMENT,Karnataka,BTW100 XTREME WH,45418CUSTOMER REPLACEMENTKarnatakaBTW100 XTREME WH,"-1,016.10",-638.21
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,PS30 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiPS30 BK,"4,001.46","4,001.46"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBW120 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBW120 BK,"3,130.81","3,130.81"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW09 AIR BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW09 AIR BK,877.16,877.16
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBW250 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBW250 BK,"4,786.02","4,786.02"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BT03-RGB-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBT03-RGB-BK,321.82,321.82
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW300 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW300 BK,"3,846.60","3,846.60"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW100 XTREME BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW100 XTREME BK,"12,490.00","12,490.00"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BE50 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBE50 BK,889.19,889.19
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,EM06-TYPE-C-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiEM06-TYPE-C-BK,"4,965.27","4,965.27"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA10 GOLD,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA10 GOLD,"4,068.09","4,068.09"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BE100-XTREME-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBE100-XTREME-BK,"11,062.56","11,062.56"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA50-BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA50-BK,"7,998.00","7,998.00"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBW600 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBW600 BK,"13,543.90","13,543.90"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BT01 BK RCT,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBT01 BK RCT,518.33,518.33
06/05/2024,CUSTOMER REPLACEMENT,Tamil Nadu,SBA15-GM,45418CUSTOMER REPLACEMENTTamil NaduSBA15-GM,"-1,100.85",-569.93
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,ATOMIK BB20 RB,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiATOMIK BB20 RB,"3,181.80","3,181.80"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BT03 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBT03 BK,"1,654.32","1,654.32"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,EM01 TYPE C BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiEM01 TYPE C BK,"1,872.90","1,872.90"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BH31 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBH31 BK,"9,351.30","9,351.30"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW01 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW01 BK,847.46,847.46
06/05/2024,CUSTOMER REPLACEMENT,Tamil Nadu,BTW100 XTREME BK,45418CUSTOMER REPLACEMENTTamil NaduBTW100 XTREME BK,"-1,100.85",-624.5
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,ATOMIK-PS30-PRO,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiATOMIK-PS30-PRO,"12,249.44","12,249.44"
06/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Karnataka,SBA15 BK,45418Simpl (BIL Sigma Technologies Pvt Ltd)KarnatakaSBA15 BK,-829.66,-542.27
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,ATOMIK BB25 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiATOMIK BB25 BK,"2,024.53","2,024.53"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BE100 GR,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBE100 GR,"1,852.41","1,852.41"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,BTW20 GR,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiBTW20 GR,"2,049.18","2,049.18"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA10 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA10 BK,994.94,994.94
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Delhi,SBA15 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHDelhiSBA15 BK,"2,763.12","2,763.12"
06/05/2024,CUSTOMER REPLACEMENT,Andhra Pradesh,BH41-BK,45418CUSTOMER REPLACEMENTAndhra PradeshBH41-BK,"-1,589.83",-634.89
06/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,EM01 BK,45418FLIPKART MARKETPLACE (DELHI)Andhra PradeshEM01 BK,-422.88,-164.32
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,SBA30 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraSBA30 BK,"1,399.10","1,399.10"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,EM10 BL,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraEM10 BL,330,330
06/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)Tamil NaduSBA15 BK,-846.61,-399.48
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,SBW550 BK,45418FLIPKART MARKETPLACE (DELHI)KarnatakaSBW550 BK,"-8,465.25","-5,406.33"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,ATOMIK BB20 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraATOMIK BB20 BK,"7,954.50","7,954.50"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,SBW250 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraSBW250 BK,"4,786.02","4,786.02"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,SBA20 BK,45418FLIPKART MARKETPLACE (DELHI)Uttar PradeshSBA20 BK,"-1,143.20",-610.91
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 TYPE C BK,45418FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 TYPE C BK,-465.3,-222.6
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,SBW200 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraSBW200 BK,"10,469.37","10,469.37"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,ATOMIK-PS30-PRO,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraATOMIK-PS30-PRO,"12,720.66","12,720.66"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,BTW100 XTREME WH,45418FLIPKART MARKETPLACE (DELHI)KarnatakaBTW100 XTREME WH,"-1,100.85",-638.57
06/05/2024,FLIPKART MARKETPLACE (DELHI),West Bengal,BTW09 AIR BK,45418FLIPKART MARKETPLACE (DELHI)West BengalBTW09 AIR BK,-846.6,-443.63
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,BTW300 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraBTW300 BK,"4,166.88","4,166.88"
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,SBW01 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraSBW01 BK,"7,651.26","7,651.26"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,BTW12-KHROME-BL,45418FLIPKART MARKETPLACE (DELHI)KarnatakaBTW12-KHROME-BL,"-1,016.10",-616.13
06/05/2024,DELHIVERY-COD,Rajasthan,BTW20 BK,45418DELHIVERY-CODRajasthanBTW20 BK,-804.24,-669.5
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,EM06 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraEM06 BK,436.76,421.52
06/05/2024,FLIPKART MARKETPLACE (DELHI),Haryana,BTW300 BK,45418FLIPKART MARKETPLACE (DELHI)HaryanaBTW300 BK,"-1,270.34",-694.48
06/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,BTW100-XTREME-BL,45418FLIPKART MARKETPLACE (DELHI)Tamil NaduBTW100-XTREME-BL,"-1,100.80",-628.02
06/05/2024,FLIPKART MARKETPLACE (DELHI),Nagaland,SBA20 BK,45418FLIPKART MARKETPLACE (DELHI)NagalandSBA20 BK,"-1,185.60",-634.97
06/05/2024,CUSTOMER REPLACEMENT,Tamil Nadu,BTW20 GR,45418CUSTOMER REPLACEMENTTamil NaduBTW20 GR,"-1,016.10",-730.11
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,BTW09 AIR BK,45418FLIPKART MARKETPLACE (DELHI)KarnatakaBTW09 AIR BK,-846.61,-443.63
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,SBW120 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraSBW120 BK,"3,925.25","3,925.25"
06/05/2024,DELHIVERY-COD,Rajasthan,SBW100 BK RCT,45418DELHIVERY-CODRajasthanSBW100 BK RCT,"-4,278.81","-3,121.60"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)Uttar PradeshSBA15 BK,-804.2,-546.99
06/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,BTW12 KHROME BK,45418FLIPKART MARKETPLACE (DELHI)Andhra PradeshBTW12 KHROME BK,"-1,007.60",-691.94
06/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,SBA10 GOLD,45418FLIPKART MARKETPLACE (DELHI)Uttar PradeshSBA10 GOLD,-846.61,-449.99
06/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)OdishaSBA15 BK,-846.6,-546.99
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,SBW550 BK,45418FLIPKART MARKETPLACE (DELHI)KarnatakaSBW550 BK,"-8,465.25","-5,406.33"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Uttar Pradesh,ATOMIK BB20 BK,45418FLIPKART MARKETPLACE (DELHI)Uttar PradeshATOMIK BB20 BK,"-1,609.30",-795.45
06/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,TS120 BK,45418FLIPKART MARKETPLACE (DELHI)KeralaTS120 BK,"-8,050.00","-2,508.79"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Kerala,SBA20-PRO-BK,45418FLIPKART MARKETPLACE (DELHI)KeralaSBA20-PRO-BK,"-1,439.80",-685.13
06/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,ATOMIK BB20 BL,45418FLIPKART MARKETPLACE (DELHI)Tamil NaduATOMIK BB20 BL,"-1,609.32",-795.45
06/05/2024,CRED-B2C SALE,Uttar Pradesh,BT03 BK,45418CRED-B2C SALEUttar PradeshBT03 BK,-592.4,-415.92
06/05/2024,CUSTOMER REPLACEMENT,Odisha,BTW07 ANC BL,45418CUSTOMER REPLACEMENTOdishaBTW07 ANC BL,"-2,223.70","-1,696.77"
06/05/2024,CRED-B2C SALE,Odisha,SBA20 BK,45418CRED-B2C SALEOdishaSBA20 BK,"-1,016.10",-610.91
06/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,ATOMIK BB20 BK,45418FLIPKART MARKETPLACE (DELHI)Andhra PradeshATOMIK BB20 BK,"-1,609.32",-795.45
06/05/2024,DELHIVERY-COD,Karnataka,SBW100 BK RCT,45418DELHIVERY-CODKarnatakaSBW100 BK RCT,"-4,215.30","-3,208.13"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Haryana,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)HaryanaSBA15 BK,-804.2,-546.99
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)KarnatakaSBA15 BK,-804.2,-546.99
06/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,EM05 BK,45418FLIPKART MARKETPLACE (DELHI)MaharashtraEM05 BK,-168.64,-124.62
06/05/2024,CUSTOMER REPLACEMENT,Karnataka,BTW20 GR,45418CUSTOMER REPLACEMENTKarnatakaBTW20 GR,"-1,016.10",-730.11
06/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,SBA10 GOLD,45418FLIPKART MARKETPLACE (DELHI)Tamil NaduSBA10 GOLD,-846.61,-443.62
06/05/2024,FLIPKART MARKETPLACE (DELHI),Telangana,SBA20 BK,45418FLIPKART MARKETPLACE (DELHI)TelanganaSBA20 BK,"-1,143.20",-610.91
06/05/2024,FLIPKART MARKETPLACE (DELHI),Madhya Pradesh,SBA20 BK,45418FLIPKART MARKETPLACE (DELHI)Madhya PradeshSBA20 BK,"-1,185.60",-634.97
06/05/2024,FLIPKART MARKETPLACE (DELHI),Andhra Pradesh,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)Andhra PradeshSBA15 BK,-804.2,-546.99
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,SBA100 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraSBA100 BK,"4,720.00","4,720.00"
06/05/2024,DELHIVERY-COD,Uttar Pradesh,ATOMIK BB20 BK,45418DELHIVERY-CODUttar PradeshATOMIK BB20 BK,"-1,672.90",-795.45
06/05/2024,CUSTOMER REPLACEMENT,Haryana,SBA15-GM,45418CUSTOMER REPLACEMENTHaryanaSBA15-GM,"-1,100.80",-735
06/05/2024,BI WORLD WIDE INDIA PVT. LTD,Tamil Nadu,BTW12 KHROME BK,45418BI WORLD WIDE INDIA PVT. LTDTamil NaduBTW12 KHROME BK,"113,729.00","72,888.00"
06/05/2024,CRED-B2C SALE,Haryana,SBA20 BK,45418CRED-B2C SALEHaryanaSBA20 BK,"-1,016.10",-610.91
06/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,BTW12 KHROME WH,45418FLIPKART MARKETPLACE (DELHI)GujaratBTW12 KHROME WH,"-1,016.10",-652.61
06/05/2024,FLIPKART MARKETPLACE (DELHI),Odisha,BTW300 BL,45418FLIPKART MARKETPLACE (DELHI)OdishaBTW300 BL,"-1,270.34",-696.01
06/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Punjab,SBA15 BK,45418Simpl (BIL Sigma Technologies Pvt Ltd)PunjabSBA15 BK,-829.7,-546.99
06/05/2024,Simpl (BIL Sigma Technologies Pvt Ltd),Maharashtra,SBA20-KONCERT-BK,45418Simpl (BIL Sigma Technologies Pvt Ltd)MaharashtraSBA20-KONCERT-BK,"-1,408.09",-732.69
06/05/2024,CUSTOMER REPLACEMENT,Tamil Nadu,BE100-XTREME-BK,45418CUSTOMER REPLACEMENTTamil NaduBE100-XTREME-BK,"-1,016.10",-691.41
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,SBA10 BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraSBA10 BK,"1,162.92","1,162.92"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,BTW300 BK,45418FLIPKART MARKETPLACE (DELHI)BiharBTW300 BK,"-1,270.30",-694.48
06/05/2024,CUSTOMER REPLACEMENT,Tamil Nadu,BTW20 BK,45418CUSTOMER REPLACEMENTTamil NaduBTW20 BK,-846.6,-728.77
06/05/2024,CUSTOMER REPLACEMENT,West Bengal,BE60XL BK,45418CUSTOMER REPLACEMENTWest BengalBE60XL BK,"-1,270.30",-542.71
06/05/2024,CUSTOMER REPLACEMENT,Tamil Nadu,BTW07 ANC BK,45418CUSTOMER REPLACEMENTTamil NaduBTW07 ANC BK,"-2,160.20","-1,696.77"
06/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,BTW12 KHROME BK,45418FLIPKART MARKETPLACE (DELHI)BiharBTW12 KHROME BK,"-1,007.60",-691.94
06/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,BTW12-KHROME-BL,45418FLIPKART MARKETPLACE (DELHI)GujaratBTW12-KHROME-BL,"-1,016.10",-611.8
06/05/2024,FLIPKART MARKETPLACE (DELHI),Assam,BTW100 XTREME WH,45418FLIPKART MARKETPLACE (DELHI)AssamBTW100 XTREME WH,"-1,100.85",-638.58
06/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,SBA10 BK,45418FLIPKART MARKETPLACE (DELHI)MaharashtraSBA10 BK,-804.2,-581.46
06/05/2024,FLIPKART MARKETPLACE (DELHI),Tamil Nadu,EM01 TYPE C BK,45418FLIPKART MARKETPLACE (DELHI)Tamil NaduEM01 TYPE C BK,-465.3,-222.59
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,EM01 TYPE C BK,45418FLIPKART MARKETPLACE (DELHI)KarnatakaEM01 TYPE C BK,-465.3,-222.59
06/05/2024,FLIPKART MARKETPLACE (DELHI),Madhya Pradesh,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)Madhya PradeshSBA15 BK,-846.61,-399.48
06/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW300 BK,45418FLIPKART MARKETPLACE (DELHI)MaharashtraBTW300 BK,"-1,270.34",-694.48
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,SBA20 BK,45418FLIPKART MARKETPLACE (DELHI)KarnatakaSBA20 BK,"-1,185.59",-610.91
06/05/2024,FLIPKART MARKETPLACE (DELHI),Bihar,BTW09-AIR-BL,45418FLIPKART MARKETPLACE (DELHI)BiharBTW09-AIR-BL,-846.61,-438.51
06/05/2024,FLIPKART MARKETPLACE (DELHI),Maharashtra,BTW09-AIR-BL,45418FLIPKART MARKETPLACE (DELHI)MaharashtraBTW09-AIR-BL,-846.61,-438.51
06/05/2024,FLIPKART MARKETPLACE (DELHI),Telangana,SBA15 BK,45418FLIPKART MARKETPLACE (DELHI)TelanganaSBA15 BK,-804.2,-546.99
06/05/2024,ENVENT WORLDWIDE PRIVATE LIMITED - BRANCH,Maharashtra,BTW300G BK,45418ENVENT WORLDWIDE PRIVATE LIMITED - BRANCHMaharashtraBTW300G BK,622.21,622.21
06/05/2024,FLIPKART MARKETPLACE (DELHI),Karnataka,SBA15-GM,45418FLIPKART MARKETPLACE (DELHI)KarnatakaSBA15-GM,-761.86,-575.73
06/05/2024,FLIPKART MARKETPLACE (DELHI),Gujarat,BTW12 KHROME BK,45418FLIPKART MARKETPLACE (DELHI)GujaratBTW12 KHROME BK,"-1,007.63",-635.71
